GC_Content,ORF_Length,Fickett_Score,Hexamer_Score,MFE,Sequence_Length,Label,ID,Predicted_Label,Predicted_Probability
0.34241789,1.46,1.304776103,-284.3,0.000422427,1431,-1,MSTRG.25.2,1,1.0
0.338203068,0.99,1.125922599,-263.3,0.000425507,1369,-1,MSTRG.25.3,1,1.0
0.345323741,1.46,1.276705736,-252.4,0.000426419,1251,-1,MSTRG.25.4,1,1.0
0.33677686,0.61,1.27811472,-210.8,0.000433792,968,-1,MSTRG.27.2,1,1.0
0.394822006,0.4,1.454697802,-175.8,0.000374351,618,-1,MSTRG.28.1,1,1.0
0.385602281,2.99,1.359262561,-322.6,0.000372801,1403,-1,MSTRG.27.3,1,1.0
0.347413793,0.77,1.642027584,-230.1,0.000395662,1160,-1,MSTRG.33.1,1,1.0
0.397823458,1.75,1.27439346,-212.7,0.000397003,827,-1,MSTRG.32.5,1,1.0
0.315334773,0.55,1.199182503,-194.3,0.000490872,926,-1,MSTRG.39.1,1,1.0
0.334325397,0.53,1.266199683,-230.3,0.000482351,1008,-1,MSTRG.41.2,1,1.0
0.32176235,0.6,1.414364802,-137.8,0.00048585,749,-1,MSTRG.41.3,1,1.0
0.320323015,0.58,1.43511531,-135.3,0.000487279,743,-1,MSTRG.41.4,1,1.0
0.395522388,2.26,1.450103396,-311.1,0.000389005,1206,-1,MSTRG.42.1,1,1.0
0.395299145,2.78,1.625290329,-365.4,0.000368762,1404,-1,MSTRG.45.3,1,1.0
0.377224199,0.06,1.391883733,-53.9,0.000379971,281,-1,MSTRG.46.1,1,1.0
0.391240876,1.98,1.245006688,-327.5,0.00038687,1370,-1,MSTRG.47.4,1,1.0
0.390581717,0.48,1.79200487,-159.6,0.000372503,722,-1,MSTRG.50.1,1,1.0
0.387029289,4.44,1.185876419,-343.9,0.000388436,1434,-1,MSTRG.51.1,1,1.0
0.430167598,0.4,1.434138655,-83.4,0.000331889,358,-1,MSTRG.53.1,1,1.0
0.347107438,0.39,1.130787037,-255.8,0.000437277,1210,-1,MSTRG.57.1,1,1.0
0.396017699,3.52,1.354190915,-341.4,0.000388201,1356,-1,MSTRG.58.1,1,1.0
0.415277778,3.09,1.625134051,-385.0,0.000357356,1440,-1,MSTRG.60.4,1,1.0
0.381507382,1.73,1.498117366,-298.4,0.000404002,1287,-1,MSTRG.60.7,1,1.0
0.359801489,0.27,1.194207365,-77.1,0.000430096,403,-1,MSTRG.61.1,1,1.0
0.400572246,0.36,1.595470085,-127.4,0.000332352,699,-1,MSTRG.61.2,1,1.0
0.350877193,0.51,1.296977124,-134.7,0.000429327,627,-1,MSTRG.64.2,1,1.0
0.34765625,0.51,1.186295564,-170.2,0.000425846,768,-1,MSTRG.64.3,1,1.0
0.348035837,3.3,1.280144641,-345.4,0.000455547,1451,-1,MSTRG.65.1,1,1.0
0.326055313,1.08,1.702977808,-102.8,0.000474275,687,-1,MSTRG.66.1,1,1.0
0.400156006,1.48,1.396797221,-273.3,0.00036399,1282,-1,MSTRG.70.2,1,1.0
0.394993046,1.81,1.385756094,-183.8,0.000422585,719,-1,MSTRG.73.1,1,1.0
0.375510204,1.21,1.321024722,-126.7,0.000414876,490,-1,MSTRG.78.1,1,1.0
0.330555556,0.24,1.530938271,-67.7,0.000437967,360,-1,MSTRG.81.1,1,1.0
0.299024919,0.77,1.17963654,-188.5,0.000480463,923,-1,MSTRG.81.2,1,1.0
0.315789474,0.64,1.531801036,-126.4,0.000461808,589,-1,MSTRG.81.3,1,1.0
0.317738791,0.23,1.179822845,-102.9,0.000472097,513,-1,MSTRG.81.4,1,1.0
0.327054795,0.44,1.234171456,-144.5,0.000463132,584,-1,MSTRG.81.5,1,1.0
0.300624442,0.64,1.214805583,-255.4,0.000478118,1121,-1,MSTRG.81.6,1,1.0
0.303030303,0.64,1.112145594,-227.3,0.000481544,1023,-1,MSTRG.81.7,1,1.0
0.32464455,0.23,1.413814484,-89.8,0.000468954,422,-1,MSTRG.81.8,1,1.0
0.338600451,0.38,1.278409825,-87.2,0.000417901,443,-1,MSTRG.83.1,1,1.0
0.354214123,0.44,1.500418634,-195.7,0.000434533,878,-1,MSTRG.84.1,1,1.0
0.356271777,2.09,1.446445031,-276.4,0.000433894,1148,-1,MSTRG.85.1,1,1.0
0.363917526,0.49,1.442676525,-238.9,0.000419286,970,-1,MSTRG.85.2,1,1.0
0.419825073,0.85,1.504292929,-76.6,0.000377921,343,-1,MSTRG.87.1,1,1.0
0.356016598,2.18,1.346067565,-272.5,0.00043067,1205,-1,MSTRG.88.1,1,1.0
0.359875098,2.43,1.359653931,-289.6,0.000423644,1281,-1,MSTRG.88.2,1,1.0
0.397076736,0.5,1.390660026,-215.3,0.00041543,821,-1,MSTRG.91.1,1,1.0
0.441260745,2.76,1.363443911,-268.14,0.000346047,1396,-1,MSTRG.92.3,1,1.0
0.382949932,2.15,1.376948571,-177.8,0.000361112,739,-1,MSTRG.92.4,1,1.0
0.404298187,3.48,1.368238165,-349.5,0.000364466,1489,-1,MSTRG.93.2,1,1.0
0.311304348,0.83,1.150462046,-247.6,0.000484867,1150,-1,MSTRG.96.1,1,1.0
0.291322314,0.64,1.213989893,-85.3,0.000520134,484,-1,MSTRG.96.2,1,1.0
0.440972222,0.36,1.526416925,-73.7,0.000365349,288,-1,MSTRG.97.1,1,1.0
0.362765957,1.96,1.621656883,-209.9,0.000457994,940,-1,MSTRG.98.1,1,1.0
0.395275591,1.13,1.204061429,-296.9,0.000393385,1270,-1,MSTRG.100.2,1,1.0
0.375569736,2.3,1.208126888,-263.0,0.000420913,1097,-1,MSTRG.101.1,1,1.0
0.386401327,1.25,1.374303303,-309.8,0.000397404,1206,-1,MSTRG.106.3,1,1.0
0.45263919,0.97,1.428379413,-395.1,0.000338468,1383,-1,MSTRG.107.1,1,1.0
0.406389302,3.37,1.546250129,-254.1,0.000374655,1346,-1,MSTRG.108.1,1,1.0
0.356725146,2.14,1.375854867,-256.7,0.000439431,1026,-1,MSTRG.109.2,1,1.0
0.339595376,0.68,1.344115122,-141.4,0.000458623,692,-1,MSTRG.112.1,1,1.0
0.35131744,0.2,1.191964044,-182.9,0.000454845,797,-1,MSTRG.114.1,1,1.0
0.359098229,0.2,1.143597996,-140.2,0.000461309,621,-1,MSTRG.114.2,1,1.0
0.357998591,3.92,1.4249742,-342.9,0.00041844,1419,-1,MSTRG.113.4,1,1.0
0.353105373,3.06,1.35559919,-337.2,0.000430128,1433,-1,MSTRG.115.1,1,1.0
0.373650108,4.14,1.521384438,-336.8,0.000409431,1389,-1,MSTRG.115.2,1,1.0
0.377652051,0.98,1.952489177,-147.1,0.000422179,707,-1,MSTRG.116.1,1,1.0
0.35131744,0.7,1.239878234,-166.14,0.000417237,797,-1,MSTRG.119.1,1,1.0
0.348453608,2.18,1.784705278,-231.7,0.000457565,970,-1,MSTRG.120.1,1,1.0
0.362818591,0.7,1.351282957,-134.6,0.000400083,667,-1,MSTRG.121.1,1,1.0
0.368814192,2.67,1.746563389,-263.5,0.000429416,1071,-1,MSTRG.124.2,1,1.0
0.376124285,2.73,1.552403953,-313.4,0.000424623,1223,-1,MSTRG.124.3,1,1.0
0.398268398,1.06,1.437410472,-167.1,0.00039066,693,-1,MSTRG.126.1,1,1.0
0.321506155,0.47,1.13996258,-297.6,0.000437998,1381,-1,MSTRG.127.14,1,1.0
0.273049645,0.17,1.343770292,-55.5,0.000458236,282,-1,MSTRG.136.1,1,1.0
0.305806452,0.63,1.282155178,-120.4,0.000460807,775,-1,MSTRG.137.1,1,1.0
0.377859103,1.82,1.685850953,-231.6,0.000415694,1093,-1,MSTRG.138.1,1,1.0
0.337349398,0.08,1.476581228,-51.2,0.00042829,249,-1,MSTRG.139.1,1,1.0
0.364851958,1.59,1.253383257,-256.7,0.000402312,1047,-1,MSTRG.147.1,1,1.0
0.363198459,1.57,1.244367998,-258.3,0.000405178,1038,-1,MSTRG.147.2,1,1.0
0.369633508,1.59,1.272152327,-238.9,0.000407968,955,-1,MSTRG.147.3,1,1.0
0.370774264,1.57,1.270883744,-232.8,0.000409156,917,-1,MSTRG.147.4,1,1.0
0.368522073,1.7,1.286082365,-262.9,0.000403101,1042,-1,MSTRG.147.5,1,1.0
0.372588832,1.7,1.323635616,-249.3,0.000406765,985,-1,MSTRG.147.6,1,1.0
0.37587822,1.52,1.441412299,-212.8,0.000411941,854,-1,MSTRG.147.7,1,1.0
0.333333333,0.33,1.259800379,-210.7,0.000419466,1038,-1,MSTRG.148.1,1,1.0
0.258474576,0.18,1.769068591,-30.2,0.000495452,236,-1,MSTRG.149.1,1,1.0
0.396170839,3.32,1.604040623,-323.2,0.000410919,1358,-1,MSTRG.151.1,1,1.0
0.352815396,2.46,1.275718057,-345.6,0.000435373,1403,-1,MSTRG.152.2,1,1.0
0.397465438,1.64,1.249445255,-217.2,0.00040012,868,-1,MSTRG.155.3,1,1.0
0.370473538,0.34,1.223531535,-140.2,0.000378813,718,-1,MSTRG.156.1,1,1.0
0.421348315,1.61,1.466780741,-359.3,0.000361644,1246,-1,MSTRG.162.9,1,1.0
0.386111111,0.18,1.7539374,-96.9,0.000400274,360,-1,MSTRG.162.11,1,1.0
0.359055118,0.78,1.385204108,-160.6,0.000388887,635,-1,MSTRG.163.1,1,1.0
0.365258216,1.01,1.367140902,-251.3,0.000453049,1065,-1,MSTRG.167.1,1,1.0
0.35,0.53,2.149368176,-91.4,0.000476754,380,-1,MSTRG.168.1,1,1.0
0.33592535,2.88,1.626191639,-318.4,0.000465876,1286,-1,MSTRG.169.2,1,1.0
0.320802005,0.46,1.510285944,-81.7,0.000491586,399,-1,MSTRG.170.1,1,1.0
0.341114458,1.98,1.275527264,-305.0,0.000440063,1328,-1,MSTRG.171.1,1,1.0
0.358108108,2.7,1.943843293,-210.0,0.000431622,888,-1,MSTRG.173.1,1,1.0
0.350076104,0.44,1.85859375,-141.0,0.000430346,657,-1,MSTRG.174.1,1,1.0
0.358600583,0.44,2.41170977,-57.4,0.000404672,343,-1,MSTRG.174.2,1,1.0
0.379923761,0.8,2.246732797,-188.7,0.000394617,787,-1,MSTRG.173.2,1,1.0
0.34092579,4.19,1.454589888,-314.5,0.000440211,1361,-1,MSTRG.175.1,1,1.0
0.334782609,1.25,1.567840623,-102.2,0.000440564,460,-1,MSTRG.175.2,1,1.0
0.33127572,0.59,1.487500847,-188.8,0.000455569,972,-1,MSTRG.180.1,1,1.0
0.32176235,0.29,1.740062211,-144.9,0.000444445,749,-1,MSTRG.181.1,1,1.0
0.318361955,0.88,1.333596512,-154.9,0.000459373,757,-1,MSTRG.187.1,1,1.0
0.360816944,2.45,1.211496788,-334.5,0.000450392,1322,-1,MSTRG.191.1,1,1.0
0.37,2.26,1.324267141,-261.7,0.000394139,1100,-1,MSTRG.192.2,1,1.0
0.351277372,0.69,1.135362661,-229.7,0.000398404,1096,-1,MSTRG.197.5,1,1.0
0.401215805,0.69,1.170126644,-220.1,0.000368078,987,-1,MSTRG.197.9,1,1.0
0.337810611,0.66,1.147690212,-329.98,0.000445977,1489,-1,MSTRG.197.10,1,1.0
0.368092692,0.47,1.134963332,-255.9,0.000387916,1122,-1,MSTRG.197.14,1,1.0
0.37009544,0.49,1.228930521,-211.0,0.000374058,943,-1,MSTRG.197.15,1,1.0
0.360639361,0.47,1.156558782,-225.0,0.000392897,1001,-1,MSTRG.197.16,1,1.0
0.346957312,0.57,1.098129611,-252.5,0.000429921,1101,-1,MSTRG.197.17,1,1.0
0.370666667,0.44,1.298199949,-158.0,0.000390468,750,-1,MSTRG.197.19,1,1.0
0.358951175,0.39,1.079743558,-260.7,0.000385147,1106,-1,MSTRG.197.20,1,1.0
0.41740413,0.39,1.141538558,-151.8,0.000345446,678,-1,MSTRG.197.23,1,1.0
0.371828521,0.46,1.086461698,-264.9,0.000373355,1143,-1,MSTRG.197.24,1,1.0
0.403243243,0.39,1.219419364,-218.5,0.00038231,925,-1,MSTRG.197.25,1,1.0
0.328660436,0.22,1.240413108,-128.1,0.00039095,642,-1,MSTRG.197.26,1,1.0
0.365671642,0.27,1.664517619,-66.0,0.000394906,268,-1,MSTRG.199.1,1,1.0
0.358098068,0.69,1.416599664,-158.7,0.000431327,673,-1,MSTRG.204.1,1,1.0
0.325892857,0.28,1.472710623,-87.6,0.000447642,448,-1,MSTRG.204.2,1,1.0
0.401360544,0.7,1.675913314,-94.4,0.00039051,441,-1,MSTRG.209.14,1,1.0
0.365258216,2.42,1.575796815,-251.7,0.000424776,1065,-1,MSTRG.209.18,1,1.0
0.357142857,2.16,1.381728701,-198.0,0.000443355,1036,-1,MSTRG.210.1,1,1.0
0.305825243,0.72,1.296001553,-86.7,0.000490972,412,-1,MSTRG.212.1,1,1.0
0.352941176,0.23,1.433585859,-45.5,0.000374662,221,-1,MSTRG.213.1,1,1.0
0.4,2.9,1.329452093,-324.32,0.000395734,1335,-1,MSTRG.214.1,1,1.0
0.357777778,0.91,1.286460611,-92.9,0.000416031,450,-1,MSTRG.215.1,1,1.0
0.35210084,2.26,1.356328297,-286.6,0.000445453,1190,-1,MSTRG.216.1,1,1.0
0.318632856,1.02,1.116592489,-184.8,0.00045644,907,-1,MSTRG.221.3,1,1.0
0.36244204,1.78,1.440847562,-322.9,0.000441672,1294,-1,MSTRG.223.3,1,1.0
0.329032258,1.6,1.430896916,-171.8,0.000453639,775,-1,MSTRG.225.1,1,1.0
0.352040816,1.61,1.572335692,-196.5,0.000423755,784,-1,MSTRG.226.1,1,1.0
0.405825243,1.64,1.661236794,-131.6,0.000378292,515,-1,MSTRG.227.1,1,1.0
0.365695793,1.64,1.579497227,-145.7,0.0004035,618,-1,MSTRG.228.1,1,1.0
0.340042373,1.25,1.288822918,-214.3,0.000471387,944,-1,MSTRG.230.1,1,1.0
0.333333333,1.25,1.237712006,-231.7,0.000472832,1032,-1,MSTRG.230.2,1,1.0
0.3421875,1.64,1.561948707,-270.5,0.000460485,1280,-1,MSTRG.238.3,1,1.0
0.341653666,1.64,1.317392736,-285.0,0.000469209,1282,-1,MSTRG.238.5,1,1.0
0.348951049,2.04,1.26385273,-342.7,0.000439307,1430,-1,MSTRG.241.1,1,1.0
0.341576507,1.93,1.372054471,-306.4,0.000438504,1294,-1,MSTRG.241.3,1,1.0
0.386409736,2.04,1.637490255,-248.14,0.000412264,986,-1,MSTRG.241.2,1,1.0
0.368709973,2.04,1.552048822,-267.7,0.000415382,1093,-1,MSTRG.241.4,1,1.0
0.363327674,0.39,1.705849057,-111.0,0.000424629,589,-1,MSTRG.242.1,1,1.0
0.352857143,1.79,1.135811918,-359.0,0.000431647,1400,-1,MSTRG.243.2,1,1.0
0.361882716,1.79,1.165958342,-330.8,0.000428804,1296,-1,MSTRG.243.3,1,1.0
0.324324324,0.16,1.239417378,-61.1,0.000432456,370,-1,MSTRG.242.2,1,1.0
0.312213039,0.3,1.525426948,-190.9,0.000471866,1089,-1,MSTRG.247.1,1,1.0
0.304716981,1.24,1.344197091,-183.1,0.000460997,1060,-1,MSTRG.250.1,1,1.0
0.347732181,2.56,1.17640038,-290.0,0.000438029,1389,-1,MSTRG.253.1,1,1.0
0.349431818,1.58,1.129328985,-302.0,0.000436272,1408,-1,MSTRG.253.2,1,1.0
0.34841954,2.57,1.17796288,-289.6,0.000437437,1392,-1,MSTRG.253.3,1,1.0
0.397943038,0.54,1.605554546,-311.7,0.000386452,1264,-1,MSTRG.253.4,1,1.0
0.394664843,4.44,1.603801654,-362.1,0.000391777,1462,-1,MSTRG.254.2,1,1.0
0.390969163,0.54,1.422138451,-201.5,0.000386956,908,-1,MSTRG.253.5,1,1.0
0.3596785,4.18,1.445043636,-370.6,0.000422831,1493,-1,MSTRG.256.2,1,1.0
0.267504488,0.32,1.123136123,-84.5,0.000501913,557,-1,MSTRG.257.1,1,1.0
0.392,0.47,1.227247064,-129.5,0.000438892,500,-1,MSTRG.259.1,1,1.0
0.375092661,1.81,1.340514122,-332.2,0.000421435,1349,-1,MSTRG.260.1,1,1.0
0.400729927,3.92,1.328067013,-356.6,0.000366258,1370,-1,MSTRG.261.1,1,1.0
0.278015398,0.4,1.328646027,-226.5,0.000474712,1169,-1,MSTRG.262.1,1,1.0
0.347083926,3.58,1.430056883,-301.3,0.000429965,1406,-1,MSTRG.263.1,1,1.0
0.408668731,0.27,1.252293866,-80.8,0.000363078,323,-1,MSTRG.271.1,1,1.0
0.382716049,0.75,1.506264569,-54.32,0.000378466,486,-1,MSTRG.273.1,1,1.0
0.404109589,1.28,1.453924192,-218.1,0.000412651,876,-1,MSTRG.274.1,1,1.0
0.405723906,1.28,1.554640523,-127.05,0.00040822,594,-1,MSTRG.274.2,1,1.0
0.28342246,0.16,1.61875,-63.9,0.000488407,374,-1,MSTRG.275.1,1,1.0
0.33355615,3.05,1.381762006,-348.3,0.000489235,1496,-1,MSTRG.277.1,1,1.0
0.340314136,0.43,1.204012216,-242.52,0.000483866,1146,-1,MSTRG.278.2,1,1.0
0.411483254,2.35,1.259531372,-282.4,0.000347445,1254,-1,MSTRG.280.1,1,1.0
0.343495935,2.96,1.477375761,-346.6,0.000446248,1476,-1,MSTRG.281.1,1,1.0
0.303824363,0.58,1.167052652,-201.7,0.000450985,1412,-1,MSTRG.283.1,1,1.0
0.421875,0.66,1.526335181,-189.4,0.000348102,768,-1,MSTRG.284.1,1,1.0
0.34904943,3.03,1.350161175,-304.6,0.000406783,1315,-1,MSTRG.285.1,1,1.0
0.332278481,1.42,1.343524971,-310.71,0.000432872,1264,-1,MSTRG.288.1,1,1.0
0.378834356,1.07,1.238500931,-166.5,0.000390603,652,-1,MSTRG.289.2,1,1.0
0.30486685,1.85,1.648123244,-221.6,0.000473323,1089,-1,MSTRG.290.2,1,1.0
0.305785124,1.85,1.648488174,-221.0,0.000473152,1089,-1,MSTRG.290.3,1,1.0
0.31475029,0.49,1.278359153,-180.1,0.000469593,861,-1,MSTRG.290.12,1,1.0
0.316227462,1.04,1.386968459,-147.8,0.000479043,721,-1,MSTRG.290.14,1,1.0
0.318077803,0.82,1.177516486,-184.7,0.000474138,874,-1,MSTRG.290.15,1,1.0
0.308957952,0.65,1.422803707,-98.7,0.000468142,547,-1,MSTRG.289.7,1,1.0
0.392647059,0.69,1.111534797,-354.8,0.000378001,1360,-1,MSTRG.289.8,1,1.0
0.408472012,0.36,1.438795696,-187.9,0.000361187,661,-1,MSTRG.289.9,1,1.0
0.414335664,1.06,1.338914525,-146.7,0.000357942,572,-1,MSTRG.291.5,1,1.0
0.387243736,0.46,1.229575359,-227.5,0.000378155,878,-1,MSTRG.289.12,1,1.0
0.372031662,0.23,1.622573896,-76.1,0.000404123,379,-1,MSTRG.293.1,1,1.0
0.373015873,0.17,1.453189926,-47.6,0.000500013,252,-1,MSTRG.295.1,1,1.0
0.349450549,0.7,1.361169468,-78.6,0.000465115,455,-1,MSTRG.297.1,1,1.0
0.35877193,1.67,1.273886575,-264.6,0.000470923,1140,-1,MSTRG.298.1,1,1.0
0.344020797,0.39,1.774993634,-218.7,0.000426029,1154,-1,MSTRG.299.1,1,1.0
0.382352941,1.7,1.48536911,-130.7,0.000408101,578,-1,MSTRG.302.1,1,1.0
0.382732835,3.26,1.341427081,-356.5,0.000398589,1471,-1,MSTRG.306.1,1,1.0
0.373180077,2.52,1.14018322,-333.3,0.000403746,1305,-1,MSTRG.307.1,1,1.0
0.315315315,0.72,1.452092487,-62.8,0.000471062,333,-1,MSTRG.308.1,1,1.0
0.366787004,2.52,1.375694511,-335.02,0.000428385,1385,-1,MSTRG.313.1,1,1.0
0.40297275,2.06,1.28319934,-327.6,0.000375372,1211,-1,MSTRG.314.24,1,1.0
0.371967655,1.01,1.178387142,-245.6,0.000436654,1113,-1,MSTRG.314.25,1,1.0
0.42139738,3.19,1.262129864,-366.0,0.00036813,1374,-1,MSTRG.315.4,1,1.0
0.356589147,3.39,1.403782456,-313.6,0.0004436,1290,-1,MSTRG.318.1,1,1.0
0.405152225,2.13,1.441097567,-291.4,0.000375065,1281,-1,MSTRG.324.1,1,1.0
0.362711864,0.85,1.419871795,-202.0,0.000400382,885,-1,MSTRG.327.2,1,1.0
0.393638171,2.16,1.267163221,-259.4,0.000386543,1006,-1,MSTRG.327.6,1,1.0
0.325223033,0.51,1.18099818,-198.3,0.000486793,1233,-1,MSTRG.331.1,1,1.0
0.342105263,0.51,1.170508729,-180.2,0.000450776,950,-1,MSTRG.331.2,1,1.0
0.378277154,0.42,1.098284314,-58.6,0.000381684,267,-1,MSTRG.332.1,1,1.0
0.362430168,1.86,1.298929487,-344.3,0.000439307,1432,-1,MSTRG.335.1,1,1.0
0.310825295,0.77,1.303549214,-191.7,0.000471021,933,-1,MSTRG.336.1,1,1.0
0.300995025,0.5,1.475694444,-66.5,0.000484859,402,-1,MSTRG.336.2,1,1.0
0.434042553,0.25,1.884920635,-66.8,0.000313907,235,-1,MSTRG.338.1,1,1.0
0.334261838,0.75,1.443347586,-151.0,0.000452419,718,-1,MSTRG.340.1,1,1.0
0.429276316,2.49,1.151692584,-350.4,0.00038192,1216,-1,MSTRG.344.1,1,1.0
0.381443299,2.27,1.680302087,-334.7,0.00040876,1455,-1,MSTRG.345.1,1,1.0
0.330213904,0.76,1.13264858,-289.18,0.000452391,1496,-1,MSTRG.348.1,1,1.0
0.335684062,2.84,1.446080845,-327.1,0.000450938,1418,-1,MSTRG.347.2,1,1.0
0.351612903,1.05,1.30358966,-217.2,0.000476931,930,-1,MSTRG.349.1,1,1.0
0.341463415,0.51,1.633838384,-46.1,0.00050738,246,-1,MSTRG.350.1,1,1.0
0.306521739,0.51,1.300918367,-71.1,0.000453402,460,-1,MSTRG.351.1,1,1.0
0.374871267,1.12,1.386805058,-226.0,0.000396576,971,-1,MSTRG.353.1,1,1.0
0.365638767,0.91,1.405653178,-208.3,0.000401834,908,-1,MSTRG.353.2,1,1.0
0.456944444,1.88,7.461309524,-115.44,0.000582477,720,-1,MSTRG.354.20,1,1.0
0.298045603,0.15,1.38243007,-106.5,0.000509631,614,-1,MSTRG.358.1,1,1.0
0.354630294,1.55,1.223386095,-312.8,0.000422297,1393,-1,MSTRG.360.1,1,1.0
0.366370472,1.07,1.191249904,-329.97,0.000404729,1463,-1,MSTRG.361.5,1,1.0
0.367728532,1.07,1.236231004,-322.17,0.000409031,1444,-1,MSTRG.361.9,1,1.0
0.374220374,1.07,1.26175946,-330.8,0.000401877,1443,-1,MSTRG.361.10,1,1.0
0.376027397,1.07,1.262617526,-344.2,0.000402243,1460,-1,MSTRG.361.11,1,1.0
0.371776504,1.07,1.353701284,-324.9,0.000407697,1396,-1,MSTRG.361.12,1,1.0
0.372460497,1.07,1.273034645,-300.57,0.000404514,1329,-1,MSTRG.361.14,1,1.0
0.383539095,1.07,1.266761905,-281.67,0.000392139,1215,-1,MSTRG.361.16,1,1.0
0.386086957,1.07,1.39072852,-267.6,0.000384307,1150,-1,MSTRG.361.17,1,1.0
0.382911392,1.07,1.36597651,-295.17,0.000396308,1264,-1,MSTRG.361.18,1,1.0
0.382145654,1.07,1.302217585,-296.57,0.000393739,1277,-1,MSTRG.361.19,1,1.0
0.318471338,0.22,1.162338596,-79.6,0.0004606,471,-1,MSTRG.362.1,1,1.0
0.314330958,1.43,1.160745518,-272.5,0.000439445,1263,-1,MSTRG.363.2,1,1.0
0.325312801,1.46,1.265327439,-252.2,0.000447169,1039,-1,MSTRG.363.1,1,1.0
0.328711256,0.57,1.730637001,-254.6,0.000480746,1226,-1,MSTRG.364.1,1,1.0
0.380622837,0.31,1.270595677,-131.1,0.000431046,578,-1,MSTRG.365.1,1,1.0
0.368932039,2.77,1.315433772,-342.7,0.000416499,1442,-1,MSTRG.366.3,1,1.0
0.375476009,1.35,1.164605519,-319.1,0.000418987,1313,-1,MSTRG.366.4,1,1.0
0.431051109,0.66,1.454132416,-271.1,0.00037861,1037,-1,MSTRG.375.1,1,1.0
0.405348346,3.11,1.472564321,-371.5,0.000371741,1421,-1,MSTRG.376.1,1,1.0
0.325657895,1.78,1.238399388,-258.0,0.000446898,1216,-1,MSTRG.378.2,1,1.0
0.346973572,1.27,1.354225046,-247.9,0.000414908,1173,-1,MSTRG.378.5,1,1.0
0.331882481,0.79,1.424536895,-211.6,0.000442908,919,-1,MSTRG.378.10,1,1.0
0.31713555,0.77,1.256657407,-259.8,0.000454495,1173,-1,MSTRG.378.11,1,1.0
0.336457357,0.43,1.163339399,-223.7,0.000404816,1067,-1,MSTRG.379.1,1,1.0
0.367504836,1.07,1.264001312,-224.5,0.000422137,1034,-1,MSTRG.381.4,1,1.0
0.371809101,0.69,1.245029369,-195.5,0.000417204,901,-1,MSTRG.384.1,1,1.0
0.37088515,1.64,1.271003061,-322.94,0.0004326,1367,-1,MSTRG.385.1,1,1.0
0.367286245,0.5,1.285645911,-317.9,0.000435594,1345,-1,MSTRG.385.2,1,1.0
0.376218324,1.21,1.404305169,-230.9,0.000422122,1026,-1,MSTRG.387.1,1,1.0
