GC_Content,ORF_Length,Fickett_Score,Hexamer_Score,MFE,Sequence_Length,Label,ID
0.475285171,153,0.5,0.000341129,-67.6,263,1,BNAP_LNC000107.6
0.407407407,184,0.5,0.00037269,-53.4,243,1,BNAP_LNC000108.1
0.419230769,251,0.5,0.000394536,-70.9,260,1,BNAP_LNC000109.1
0.362105263,474,0.5,0.000359636,-81.42,475,1,BNAP_LNC000110.1
0.433884298,235,0.5,0.000394669,-63.4,242,1,BNAP_LNC000111.1
0.513677812,302,0.5,0.000265184,-95.3,329,1,BNAP_LNC000112.1
0.516717325,302,0.5,0.000266376,-101.7,329,1,BNAP_LNC000112.2
0.372912801,492,0.5,0.000407163,-93.2,539,1,BNAP_LNC000113.1
0.352941176,400,0.5,0.000401961,-92.9,442,1,BNAP_LNC000114.1
0.33253012,409,0.5,0.000427354,-78.3,415,1,BNAP_LNC000115.1
0.178451178,553,0.5,0.00062325,-93.6,594,1,BNAP_LNC000116.1
0.476673428,474,0.5,0.00025902,-155.4,493,1,BNAP_LNC000117.1
0.193467337,312,0.5,0.000575488,-58.7,398,1,BNAP_LNC000118.1
0.350877193,337,0.5,0.000368525,-96.4,399,1,BNAP_LNC000119.1
0.418972332,191,0.5,0.000306739,-58.6,253,1,BNAP_LNC000119.2
0.526119403,153,0.5,0.000260634,-79,268,1,BNAP_LNC000120.1
0.371212121,489,0.5,0.000422834,-117,528,1,BNAP_LNC000121.1
0.342424242,255,0.5,0.000403523,-64.9,330,1,BNAP_LNC000122.1
0.300458716,397,0.5,0.000407616,-78.3,436,1,BNAP_LNC000123.1
0.315875614,492,0.5,0.000404306,-116.1,611,1,BNAP_LNC000123.2
0.368020305,373,0.5,0.000397833,-73.7,394,1,BNAP_LNC000124.1
0.321259843,516,0.5,0.000423702,-108.5,635,1,BNAP_LNC000123.3
0.316489362,256,0.5,0.000432011,-65.6,376,1,BNAP_LNC000123.4
0.309297913,439,0.5,0.000450076,-93.6,527,1,BNAP_LNC000125.1
0.426273458,252,0.5,0.000390986,-106.3,373,1,BNAP_LNC000126.1
0.322463768,263,0.5,0.000447915,-35,276,1,BNAP_LNC000127.1
0.460595447,531,0.5,0.000352817,-180.2,571,1,BNAP_LNC000128.1
0.600574713,327,0.5,0.000230804,-92.5,348,1,BNAP_LNC000129.1
0.598513011,230,0.5,0.000239182,-69.4,269,1,BNAP_LNC000129.2
0.579136691,231,0.5,0.000254544,-51.5,278,1,BNAP_LNC000129.3
0.576131687,204,0.5,0.000272793,-43.6,243,1,BNAP_LNC000129.4
0.579710145,237,0.5,0.000265071,-50.9,276,1,BNAP_LNC000129.5
0.58781362,249,0.5,0.000276579,-62.1,279,1,BNAP_LNC000129.6
0.255605381,396,0.5,0.00049078,-75.1,446,1,BNAP_LNC000130.1
0.254004577,387,0.5,0.000497949,-72.8,437,1,BNAP_LNC000130.2
0.443349754,155,0.5,0.00034535,-27.2,203,1,BNAP_LNC000131.1
0.383673469,199,0.5,0.000333801,-28.5,245,1,BNAP_LNC000133.1
0.391304348,302,0.5,0.000438498,-69,345,1,BNAP_LNC000134.1
0.523809524,305,0.5,0.00040702,-77.1,336,1,BNAP_LNC000135.1
0.53164557,291,0.5,0.000347503,-93.42,395,1,BNAP_LNC000135.2
0.545454545,380,0.5,0.000338824,-118.3,484,1,BNAP_LNC000135.3
0.536,271,0.5,0.000321448,-99.5,375,1,BNAP_LNC000135.4
0.527624309,258,0.5,0.000300077,-106.9,362,1,BNAP_LNC000135.5
0.525114155,115,0.5,0.000304932,-68.1,219,1,BNAP_LNC000135.6
0.494252874,521,0.5,0.000257389,-96.5,522,1,BNAP_LNC000136.1
0.560402685,274,0.5,0.000203314,-59,298,1,BNAP_LNC000136.2
0.437710438,296,0.5,0.000298513,-44.8,297,1,BNAP_LNC000136.3
0.56227758,257,0.5,0.000217775,-55.4,281,1,BNAP_LNC000136.4
0.333333333,314,0.5,0.000372027,-44.2,315,1,BNAP_LNC000136.5
0.428235294,403,0.5,0.000330557,-109.7,425,1,BNAP_LNC000137.1
0.326959847,460,0.5,0.00045488,-80.4,523,1,BNAP_LNC000138.1
0.374045802,207,0.5,0.000437749,-39.2,262,1,BNAP_LNC000139.1
0.39556962,271,0.5,0.000398686,-56,316,1,BNAP_LNC000140.1
0.312195122,204,0.5,0.000429239,-24.9,205,1,BNAP_LNC000141.1
0.501650165,289,0.5,0.000290566,-81.4,303,1,BNAP_LNC000142.1
0.504531722,328,0.5,0.000291126,-75.7,331,1,BNAP_LNC000143.1
0.447368421,222,0.5,0.00031966,-67.8,266,1,BNAP_LNC000144.1
0.392764858,257,0.5,0.000331143,-70.7,387,1,BNAP_LNC000145.1
0.402097902,184,0.5,0.000327983,-53.4,286,1,BNAP_LNC000145.2
0.453658537,140,0.5,0.000299917,-41.7,205,1,BNAP_LNC000146.1
0.452674897,141,0.5,0.000297548,-51.9,243,1,BNAP_LNC000146.2
0.46975089,206,0.5,0.000292947,-79.3,281,1,BNAP_LNC000148.1
0.409638554,225,0.5,0.000347997,-43.2,332,1,BNAP_LNC000149.1
0.457413249,20,0.5,0.000324211,-68.3,317,1,BNAP_LNC000150.1
0.454258675,20,0.5,0.000326978,-68.7,317,1,BNAP_LNC000150.2
0.467422096,304,0.5,0.000322655,-98,353,1,BNAP_LNC000147.1
0.367556468,451,0.5,0.000415984,-98.8,487,1,BNAP_LNC000151.1
0.417073171,374,0.5,0.000355878,-95.5,410,1,BNAP_LNC000151.2
0.336,367,0.5,0.000431674,-82.1,375,1,BNAP_LNC000152.1
0.292349727,365,0.5,0.000458177,-65.47,366,1,BNAP_LNC000153.1
0.473880597,261,0.5,0.000310358,-73.7,268,1,BNAP_LNC000154.1
0.296089385,853,0.5,0.00046719,-168.84,895,1,BNAP_LNC000155.1
0.418326693,162,0.5,0.00041211,-33.6,251,1,BNAP_LNC000156.1
0.618556701,0,0.5,0.000235241,-75.44,291,1,BNAP_LNC000157.1
0.620689655,0,0.5,0.000225699,-76.04,261,1,BNAP_LNC000157.2
0.550128535,255,0.5,0.000273822,-125.4,389,1,BNAP_LNC000159.2
0.511627907,124,0.5,0.000304718,-69.2,258,1,BNAP_LNC000159.1
0.397058824,246,0.5,0.000361713,-59,272,1,BNAP_LNC000160.1
0.402777778,418,0.5,0.000432037,-146.9,576,1,BNAP_LNC000161.1
0.388554217,174,0.5,0.000455249,-80.3,332,1,BNAP_LNC000161.2
0.449541284,598,0.5,0.000337991,-193.6,654,1,BNAP_LNC000162.1
0.511627907,473,0.5,0.000323584,-134.2,516,1,BNAP_LNC000163.1
0.390681004,218,0.5,0.00045363,-63.6,279,1,BNAP_LNC000164.1
0.342205323,198,0.5,0.000403873,-54.4,263,1,BNAP_LNC000165.1
0.265517241,268,0.5,0.000511721,-46,290,1,BNAP_LNC000166.1
0.621505376,415,0.5,0.000215504,-171.3,465,1,BNAP_LNC000167.1
0.654736842,400,0.5,0.000187256,-199.3,475,1,BNAP_LNC000167.2
0.463215259,364,0.5,0.00033356,-117.2,367,1,BNAP_LNC000168.1
0.394984326,277,0.5,0.000368277,-61.2,319,1,BNAP_LNC000169.1
0.422018349,141,0.5,0.000334793,-45.4,218,1,BNAP_LNC000170.1
0.371527778,255,0.5,0.000417906,-61.9,288,1,BNAP_LNC000171.1
0.458041958,210,0.5,0.000297339,-74.7,286,1,BNAP_LNC000172.1
0.433962264,280,0.5,0.000295741,-87.4,371,1,BNAP_LNC000173.1
0.479365079,259,0.5,0.00031543,-94.9,315,1,BNAP_LNC000174.1
0.477564103,256,0.5,0.00031761,-92.4,312,1,BNAP_LNC000174.2
0.442379182,0,0.5,0.000361507,-50.1,269,1,BNAP_LNC000175.1
0.300518135,366,0.5,0.000502923,-103.8,386,1,BNAP_LNC000176.1
0.464566929,242,0.5,0.000337381,-57.5,254,1,BNAP_LNC000177.1
0.414225941,228,0.5,0.000357962,-40,239,1,BNAP_LNC000178.1
0.438095238,185,0.5,0.000351057,-70.72,315,1,BNAP_LNC000179.1
0.454545455,540,0.5,0.00029115,-100.74,583,1,BNAP_LNC000180.1
0.442455243,224,0.5,0.000385534,-109.1,391,1,BNAP_LNC000181.1
0.3125,208,0.5,0.000423989,-34.3,208,1,BNAP_LNC000182.1
0.377931034,695,0.5,0.000382851,-184.2,725,1,BNAP_LNC000183.1
0.5,278,0.5,0.000298079,-74.4,278,1,BNAP_LNC000184.1
0.504237288,228,0.5,0.000295755,-68,236,1,BNAP_LNC000185.1
0.419795222,242,0.5,0.000347731,-66.9,293,1,BNAP_LNC000186.1
0.495652174,220,0.5,0.000261054,-67.5,230,1,BNAP_LNC000187.1
0.426160338,0,0.5,0.000340677,-37.8,237,1,BNAP_LNC000188.1
0.502415459,97,0.5,0.000296664,-47.6,207,1,BNAP_LNC000189.1
0.389312977,172,0.5,0.000463865,-57.6,262,1,BNAP_LNC000190.1
0.397260274,369,0.5,0.000432905,-115.1,438,1,BNAP_LNC000190.2
0.451237263,680,0.5,0.000294404,-179.1,687,1,BNAP_LNC000191.1
0.461038961,733,0.5,0.000287469,-200.9,770,1,BNAP_LNC000191.2
0.473076923,514,0.5,0.000257363,-141.1,520,1,BNAP_LNC000191.3
0.452574526,82,0.5,0.000279357,-87.9,369,1,BNAP_LNC000191.4
0.457725948,82,0.5,0.000270174,-85.3,343,1,BNAP_LNC000191.5
0.457725948,82,0.5,0.000272537,-82.6,343,1,BNAP_LNC000191.7
0.477797513,378,0.5,0.000255925,-151.5,563,1,BNAP_LNC000191.6
0.367892977,198,0.5,0.000363629,-58.5,299,1,BNAP_LNC000192.1
0.51122449,577,0.5,0.000286906,-322.8,980,1,BNAP_LNC000193.1
0.51122449,577,0.5,0.000286985,-327.7,980,1,BNAP_LNC000193.2
0.510245902,577,0.5,0.000285922,-325.9,976,1,BNAP_LNC000193.3
0.392815759,791,0.5,0.000359589,-169.7,863,1,BNAP_LNC000194.1
0.481171548,148,0.5,0.000311801,-52.8,239,1,BNAP_LNC000196.1
0.388818297,291,0.5,0.000309312,-102.6,787,1,BNAP_LNC000197.1
0.387547649,291,0.5,0.00030661,-105.1,787,1,BNAP_LNC000197.2
0.379912664,291,0.5,0.000318864,-96.6,687,1,BNAP_LNC000197.3
0.535714286,53,0.5,0.000260908,-73.1,224,1,BNAP_LNC000198.1
0.214285714,66,0.5,0.000552593,-41.3,252,1,BNAP_LNC000199.1
0.603571429,168,0.5,0.000179151,-69.4,280,1,BNAP_LNC000200.1
0.600706714,169,0.5,0.000178393,-70.6,283,1,BNAP_LNC000200.2
0.405498282,186,0.5,0.00031349,-53.7,291,1,BNAP_LNC000201.1
0.369098712,370,0.5,0.000406911,-81.8,466,1,BNAP_LNC000202.1
0.331536388,283,0.5,0.000459219,-78.2,371,1,BNAP_LNC000203.1
0.409230769,324,0.5,0.00033821,-59.2,325,1,BNAP_LNC000204.1
0.464285714,84,0.5,0.000310836,-119.3,392,1,BNAP_LNC000205.1
0.321428571,555,0.5,0.000417997,-119.7,560,1,BNAP_LNC000206.1
0.47826087,274,0.5,0.000315205,-81.1,345,1,BNAP_LNC000207.1
0.484848485,180,0.5,0.000266174,-53.7,264,1,BNAP_LNC000207.2
0.312757202,207,0.5,0.000426596,-36.8,243,1,BNAP_LNC000208.1
0.514028056,992,0.5,0.000281798,-234.6,998,1,BNAP_LNC000209.1
0.299191375,734,0.5,0.000431231,-143.8,742,1,BNAP_LNC000210.1
0.422535211,73,0.5,0.000404625,-33.5,213,1,BNAP_LNC000211.1
0.386554622,185,0.5,0.000359855,-41.6,238,1,BNAP_LNC000212.1
0.408496732,275,0.5,0.000404746,-62.6,306,1,BNAP_LNC000213.1
0.311740891,73,0.5,0.000470824,-33.1,247,1,BNAP_LNC000214.1
0.43220339,263,0.5,0.000321147,-94.3,354,1,BNAP_LNC000215.1
0.438202247,510,0.5,0.000340917,-114.9,534,1,BNAP_LNC000216.1
0.528,213,0.5,0.000290625,-86.6,250,1,BNAP_LNC000217.1
0.461904762,191,0.5,0.000356905,-57.8,210,1,BNAP_LNC000218.1
0.567823344,294,0.5,0.000210058,-120.3,317,1,BNAP_LNC000219.1
0.513513514,584,0.5,0.000275334,-188.2,592,1,BNAP_LNC000219.2
0.373817035,612,0.5,0.000433642,-143.9,634,1,BNAP_LNC000220.1
0.192170819,260,0.5,0.000586605,-41,281,1,BNAP_LNC000221.1
0.325714286,315,0.5,0.000455247,-76.1,350,1,BNAP_LNC000222.1
0.532352941,336,0.5,0.000250098,-119.1,340,1,BNAP_LNC000223.1
0.498542274,82,0.5,0.000274566,-88.9,343,1,BNAP_LNC000224.1
0.502040816,178,0.5,0.000267966,-65.9,245,1,BNAP_LNC000225.1
0.489296636,294,0.5,0.000333299,-99.4,327,1,BNAP_LNC000226.1
0.457912458,293,0.5,0.000352013,-75.9,297,1,BNAP_LNC000227.1
0.377224199,33,0.5,0.000383422,-36.2,281,1,BNAP_LNC000228.1
0.458874459,229,0.5,0.00039285,-52.7,231,1,BNAP_LNC000229.1
0.436018957,191,0.5,0.000347405,-50.2,211,1,BNAP_LNC000230.1
0.328611898,344,0.5,0.000430822,-73.2,353,1,BNAP_LNC000231.1
0.515151515,294,0.5,0.000261004,-86.2,297,1,BNAP_LNC000232.1
0.390946502,197,0.5,0.000349796,-47.9,243,1,BNAP_LNC000234.1
0.48502994,329,0.5,0.000283022,-89,334,1,BNAP_LNC000235.2
0.487951807,266,0.5,0.000274289,-92.2,332,1,BNAP_LNC000235.1
0.211206897,463,0.5,0.000555511,-61.1,464,1,BNAP_LNC000236.1
0.421232877,71,0.5,0.000373208,-79.4,292,1,BNAP_LNC000237.1
0.346534653,198,0.5,0.000387534,-28.6,202,1,BNAP_LNC000238.1
0.359605911,235,0.5,0.000416261,-83.1,406,1,BNAP_LNC000239.1
0.450643777,65,0.5,0.00034071,-55,233,1,BNAP_LNC000240.1
0.520446097,131,0.5,0.000248868,-85.2,269,1,BNAP_LNC000241.1
0.326860841,289,0.5,0.000406017,-65.7,309,1,BNAP_LNC000242.1
0.333333333,264,0.5,0.000390045,-48.5,273,1,BNAP_LNC000243.1
0.378640777,106,0.5,0.0003878,-35.6,206,1,BNAP_LNC000244.1
0.245535714,394,0.5,0.000502423,-101.4,448,1,BNAP_LNC000245.1
0.271578947,452,0.5,0.000431581,-87.4,475,1,BNAP_LNC000246.1
0.317725753,263,0.5,0.000427462,-37.2,299,1,BNAP_LNC000247.1
0.402144772,270,0.5,0.000332334,-87.7,373,1,BNAP_LNC000248.1
0.392592593,517,0.5,0.000364804,-130.5,540,1,BNAP_LNC000249.1
0.395143488,36,0.5,0.00037717,-67.2,453,1,BNAP_LNC000250.1
0.388732394,313,0.5,0.000403586,-62.1,355,1,BNAP_LNC000252.1
0.197468354,195,0.5,0.000511397,-33.7,395,1,BNAP_LNC000253.1
0.426710098,284,0.5,0.00035403,-75.9,307,1,BNAP_LNC000254.1
0.540441176,231,0.5,0.000269252,-98.2,272,1,BNAP_LNC000255.1
0.620889749,347,0.5,0.000191958,-225.6,517,1,BNAP_LNC000255.2
0.625523013,302,0.5,0.000190068,-208.7,478,1,BNAP_LNC000255.3
0.216292135,242,0.5,0.000567519,-70.8,356,1,BNAP_LNC000257.1
0.287209302,842,0.5,0.000399054,-92.7,860,1,BNAP_LNC000258.1
0.424403183,745,0.5,0.000367847,-202.9,754,1,BNAP_LNC000260.1
0.396825397,395,0.5,0.000411343,-112.3,441,1,BNAP_LNC000260.2
0.400932401,395,0.5,0.000414091,-109.7,429,1,BNAP_LNC000260.3
0.467213115,0,0.5,0.000351433,-64.7,244,1,BNAP_LNC000261.1
0.466386555,216,0.5,0.000335432,-59.5,238,1,BNAP_LNC000262.1
0.497890295,214,0.5,0.000285159,-52.2,237,1,BNAP_LNC000263.1
0.407725322,161,0.5,0.000410332,-42.9,233,1,BNAP_LNC000264.1
0.46460177,143,0.5,0.000331119,-39,226,1,BNAP_LNC000265.1
0.342668863,588,0.5,0.000442347,-117.2,607,1,BNAP_LNC000266.1
0.32,189,0.5,0.000429769,-35.3,225,1,BNAP_LNC000267.1
0.40060241,644,0.5,0.000369104,-142.4,664,1,BNAP_LNC000268.1
0.266990291,197,0.5,0.00045201,-31.5,206,1,BNAP_LNC000269.1
0.465853659,333,0.5,0.000294866,-126.7,410,1,BNAP_LNC000270.1
0.47418738,446,0.5,0.000316173,-166.8,523,1,BNAP_LNC000270.2
0.45046729,520,0.5,0.000339509,-127.3,535,1,BNAP_LNC000271.1
0.531791908,232,0.5,0.000273854,-102.3,346,1,BNAP_LNC000271.2
0.46422629,436,0.5,0.000316478,-178.1,601,1,BNAP_LNC000272.1
0.542253521,250,0.5,0.000319146,-94.1,284,1,BNAP_LNC000270.3
0.406199021,588,0.5,0.000398123,-140.1,613,1,BNAP_LNC000273.1
0.430362117,693,0.5,0.000392728,-174.9,718,1,BNAP_LNC000273.2
0.332046332,130,0.5,0.000440914,-15.2,259,1,BNAP_LNC000274.1
0.498084291,466,0.5,0.0003128,-160.2,522,1,BNAP_LNC000273.3
0.496503497,501,0.5,0.000315328,-174.2,572,1,BNAP_LNC000273.4
