Unnamed: 0,GC,ORF_len,ORF_cov,Fickett,Hexamer,MFE
MSTRG.81.6,0.300624442,0.64,0.171275647,1.214805583,0,-255.4
MSTRG.81.7,0.303030303,0.64,0.187683284,1.112145594,0,-227.3
MSTRG.81.8,0.32464455,0.23,0.163507109,1.413814484,0,-89.8
MSTRG.83.1,0.338600451,0.38,0.257336343,1.278409825,0,-87.2
MSTRG.84.1,0.354214123,0.44,0.150341686,1.500418634,0,-195.7
MSTRG.85.1,0.356271777,2.09,0.546167247,1.446445031,0,-276.4
MSTRG.85.2,0.363917526,0.49,0.151546392,1.442676525,0,-238.9
MSTRG.87.1,0.419825073,0.85,0.743440233,1.504292929,0,-76.6
MSTRG.88.1,0.356016598,2.18,0.542738589,1.346067565,0,-272.5
MSTRG.88.2,0.359875098,2.43,0.569086651,1.359653931,0,-289.6
MSTRG.91.1,0.397076736,0.5,0.182704019,1.390660026,0,-215.3
MSTRG.92.3,0.441260745,2.76,0.593123209,1.363443911,0,-268.14
MSTRG.92.4,0.382949932,2.15,0.872801083,1.376948571,0,-177.8
MSTRG.93.2,0.404298187,3.48,0.701141706,1.368238165,0,-349.5
MSTRG.96.1,0.311304348,0.83,0.216521739,1.150462046,0,-247.6
MSTRG.96.2,0.291322314,0.64,0.396694215,1.213989893,0,-85.3
MSTRG.97.1,0.440972222,0.36,0.375,1.526416925,0,-73.7
MSTRG.98.1,0.362765957,1.96,0.625531915,1.621656883,0,-209.9
MSTRG.100.2,0.395275591,1.13,0.266929134,1.204061429,0,-296.9
MSTRG.101.1,0.375569736,2.3,0.628988149,1.208126888,0,-263
MSTRG.106.3,0.386401327,1.25,0.310945274,1.374303303,0,-309.8
MSTRG.107.1,0.45263919,0.97,0.210412148,1.428379413,0,-395.1
MSTRG.108.1,0.406389302,3.37,0.751114413,1.546250129,0,-254.1
MSTRG.109.2,0.356725146,2.14,0.625730994,1.375854867,0,-256.7
MSTRG.112.1,0.339595376,0.68,0.294797688,1.344115122,0,-141.4
MSTRG.114.1,0.35131744,0.2,0.075282309,1.191964044,0,-182.9
MSTRG.114.2,0.359098229,0.2,0.096618357,1.143597996,0,-140.2
MSTRG.113.4,0.357998591,3.92,0.828752643,1.4249742,0,-342.9
MSTRG.115.1,0.353105373,3.06,0.640614096,1.35559919,0,-337.2
MSTRG.115.2,0.373650108,4.14,0.894168467,1.521384438,0,-336.8
MSTRG.116.1,0.377652051,0.98,0.415841584,1.952489177,0,-147.1
MSTRG.119.1,0.35131744,0.7,0.26348808,1.239878234,0,-166.14
MSTRG.120.1,0.348453608,2.18,0.674226804,1.784705278,0,-231.7
MSTRG.121.1,0.362818591,0.7,0.314842579,1.351282957,0,-134.6
MSTRG.124.2,0.368814192,2.67,0.74789916,1.746563389,0,-263.5
MSTRG.124.3,0.376124285,2.73,0.669664759,1.552403953,0,-313.4
MSTRG.126.1,0.398268398,1.06,0.458874459,1.437410472,0,-167.1
MSTRG.127.14,0.321506155,0.47,0.102099928,1.13996258,0,-297.6
MSTRG.136.1,0.273049645,0.17,0.180851064,1.343770292,0,-55.5
MSTRG.137.1,0.305806452,0.63,0.243870968,1.282155178,0,-120.4
MSTRG.138.1,0.377859103,1.82,0.499542543,1.685850953,0,-231.6
MSTRG.139.1,0.337349398,0.08,0.096385542,1.476581228,0,-51.2
MSTRG.147.1,0.364851958,1.59,0.455587393,1.253383257,0,-256.7
MSTRG.147.2,0.363198459,1.57,0.453757225,1.244367998,0,-258.3
MSTRG.147.3,0.369633508,1.59,0.49947644,1.272152327,0,-238.9
MSTRG.147.4,0.370774264,1.57,0.513631407,1.270883744,0,-232.8
MSTRG.147.5,0.368522073,1.7,0.489443378,1.286082365,0,-262.9
MSTRG.147.6,0.372588832,1.7,0.517766497,1.323635616,0,-249.3
MSTRG.147.7,0.37587822,1.52,0.533957845,1.441412299,0,-212.8
MSTRG.148.1,0.333333333,0.33,0.095375723,1.259800379,0,-210.7
MSTRG.149.1,0.258474576,0.18,0.228813559,1.769068591,0,-30.2
MSTRG.151.1,0.396170839,3.32,0.733431517,1.604040623,0,-323.2
MSTRG.152.2,0.352815396,2.46,0.526015681,1.275718057,0,-345.6
MSTRG.155.3,0.397465438,1.64,0.566820276,1.249445255,0,-217.2
MSTRG.156.1,0.370473538,0.34,0.142061281,1.223531535,0,-140.2
MSTRG.162.9,0.421348315,1.61,0.387640449,1.466780741,0,-359.3
MSTRG.162.11,0.386111111,0.18,0.15,1.7539374,0,-96.9
MSTRG.163.1,0.359055118,0.78,0.368503937,1.385204108,0,-160.6
MSTRG.167.1,0.365258216,1.01,0.284507042,1.367140902,0,-251.3
MSTRG.168.1,0.35,0.53,0.418421053,2.149368176,0,-91.4
MSTRG.169.2,0.33592535,2.88,0.6718507,1.626191639,0,-318.4
MSTRG.170.1,0.320802005,0.46,0.345864662,1.510285944,0,-81.7
MSTRG.171.1,0.341114458,1.98,0.447289157,1.275527264,0,-305
MSTRG.173.1,0.358108108,2.7,0.912162162,1.943843293,0,-210
MSTRG.174.1,0.350076104,0.44,0.200913242,1.85859375,0,-141
MSTRG.174.2,0.358600583,0.44,0.38483965,2.41170977,0,-57.4
MSTRG.173.2,0.379923761,0.8,0.304955527,2.246732797,0,-188.7
MSTRG.175.1,0.34092579,4.19,0.923585599,1.454589888,0,-314.5
MSTRG.175.2,0.334782609,1.25,0.815217391,1.567840623,0,-102.2
MSTRG.180.1,0.33127572,0.59,0.182098765,1.487500847,0,-188.8
MSTRG.181.1,0.32176235,0.29,0.116154873,1.740062211,0,-144.9
MSTRG.187.1,0.318361955,0.88,0.348745046,1.333596512,0,-154.9
MSTRG.191.1,0.360816944,2.45,0.555975794,1.211496788,0,-334.5
MSTRG.192.2,0.37,2.26,0.616363636,1.324267141,0,-261.7
MSTRG.197.5,0.351277372,0.69,0.188868613,1.135362661,0,-229.7
MSTRG.197.9,0.401215805,0.69,0.209726444,1.170126644,0,-220.1
MSTRG.197.10,0.337810611,0.66,0.132975151,1.147690212,0,-329.98
MSTRG.197.14,0.368092692,0.47,0.125668449,1.134963332,0,-255.9
MSTRG.197.15,0.37009544,0.49,0.155885472,1.228930521,0,-211
MSTRG.197.16,0.360639361,0.47,0.140859141,1.156558782,0,-225
MSTRG.197.17,0.346957312,0.57,0.155313351,1.098129611,0,-252.5
MSTRG.197.19,0.370666667,0.44,0.176,1.298199949,0,-158
MSTRG.197.20,0.358951175,0.39,0.105786618,1.079743558,0,-260.7
MSTRG.197.23,0.41740413,0.39,0.172566372,1.141538558,0,-151.8
MSTRG.197.24,0.371828521,0.46,0.120734908,1.086461698,0,-264.9
MSTRG.197.25,0.403243243,0.39,0.126486486,1.219419364,0,-218.5
MSTRG.197.26,0.328660436,0.22,0.102803738,1.240413108,0,-128.1
MSTRG.199.1,0.365671642,0.27,0.302238806,1.664517619,0,-66
MSTRG.204.1,0.358098068,0.69,0.307578009,1.416599664,0,-158.7
MSTRG.204.2,0.325892857,0.28,0.1875,1.472710623,0,-87.6
MSTRG.209.14,0.401360544,0.7,0.476190476,1.675913314,0,-94.4
MSTRG.209.18,0.365258216,2.42,0.681690141,1.575796815,0,-251.7
MSTRG.210.1,0.357142857,2.16,0.625482625,1.381728701,0,-198
MSTRG.212.1,0.305825243,0.72,0.524271845,1.296001553,0,-86.7
MSTRG.213.1,0.352941176,0.23,0.312217195,1.433585859,0,-45.5
MSTRG.214.1,0.4,2.9,0.651685393,1.329452093,0,-324.32
MSTRG.215.1,0.357777778,0.91,0.606666667,1.286460611,0,-92.9
MSTRG.216.1,0.35210084,2.26,0.569747899,1.356328297,0,-286.6
MSTRG.221.3,0.318632856,1.02,0.337375965,1.116592489,0,-184.8
MSTRG.223.3,0.36244204,1.78,0.412673879,1.440847562,0,-322.9
MSTRG.225.1,0.329032258,1.6,0.619354839,1.430896916,0,-171.8
MSTRG.226.1,0.352040816,1.61,0.616071429,1.572335692,0,-196.5
MSTRG.227.1,0.405825243,1.64,0.955339806,1.661236794,0,-131.6
MSTRG.228.1,0.365695793,1.64,0.796116505,1.579497227,0,-145.7
MSTRG.230.1,0.340042373,1.25,0.397245763,1.288822918,0,-214.3
MSTRG.230.2,0.333333333,1.25,0.363372093,1.237712006,0,-231.7
MSTRG.238.3,0.3421875,1.64,0.384375,1.561948707,0,-270.5
MSTRG.238.5,0.341653666,1.64,0.383775351,1.317392736,0,-285
MSTRG.241.1,0.348951049,2.04,0.427972028,1.26385273,0,-342.7
MSTRG.241.3,0.341576507,1.93,0.447449768,1.372054471,0,-306.4
MSTRG.241.2,0.386409736,2.04,0.620689655,1.637490255,0,-248.14
MSTRG.241.4,0.368709973,2.04,0.559926807,1.552048822,0,-267.7
MSTRG.242.1,0.363327674,0.39,0.198641766,1.705849057,0,-111
MSTRG.243.2,0.352857143,1.79,0.383571429,1.135811918,0,-359
MSTRG.243.3,0.361882716,1.79,0.414351852,1.165958342,0,-330.8
MSTRG.242.2,0.324324324,0.16,0.12972973,1.239417378,0,-61.1
MSTRG.247.1,0.312213039,0.3,0.082644628,1.525426948,0,-190.9
MSTRG.250.1,0.304716981,1.24,0.350943396,1.344197091,0,-183.1
MSTRG.253.1,0.347732181,2.56,0.552915767,1.17640038,0,-290
MSTRG.253.2,0.349431818,1.58,0.336647727,1.129328985,0,-302
MSTRG.253.3,0.34841954,2.57,0.55387931,1.17796288,0,-289.6
MSTRG.253.4,0.397943038,0.54,0.128164557,1.605554546,0,-311.7
MSTRG.254.2,0.394664843,4.44,0.911080711,1.603801654,0,-362.1
MSTRG.253.5,0.390969163,0.54,0.178414097,1.422138451,0,-201.5
MSTRG.256.2,0.3596785,4.18,0.839919625,1.445043636,0,-370.6
MSTRG.257.1,0.267504488,0.32,0.172351885,1.123136123,0,-84.5
MSTRG.259.1,0.392,0.47,0.282,1.227247064,0,-129.5
MSTRG.260.1,0.375092661,1.81,0.402520385,1.340514122,0,-332.2
MSTRG.261.1,0.400729927,3.92,0.858394161,1.328067013,0,-356.6
MSTRG.262.1,0.278015398,0.4,0.102651839,1.328646027,0,-226.5
MSTRG.263.1,0.347083926,3.58,0.763869132,1.430056883,0,-301.3
MSTRG.271.1,0.408668731,0.27,0.250773994,1.252293866,0,-80.8
MSTRG.273.1,0.382716049,0.75,0.462962963,1.506264569,0,-54.32
MSTRG.274.1,0.404109589,1.28,0.438356164,1.453924192,0,-218.1
MSTRG.274.2,0.405723906,1.28,0.646464646,1.554640523,0,-127.05
MSTRG.275.1,0.28342246,0.16,0.128342246,1.61875,0,-63.9
MSTRG.277.1,0.33355615,3.05,0.611631016,1.381762006,0,-348.3
MSTRG.278.2,0.340314136,0.43,0.112565445,1.204012216,0,-242.52
MSTRG.280.1,0.411483254,2.35,0.562200957,1.259531372,0,-282.4
MSTRG.281.1,0.343495935,2.96,0.601626016,1.477375761,0,-346.6
MSTRG.283.1,0.303824363,0.58,0.123229462,1.167052652,0,-201.7
MSTRG.284.1,0.421875,0.66,0.2578125,1.526335181,0,-189.4
MSTRG.285.1,0.34904943,3.03,0.691254753,1.350161175,0,-304.6
MSTRG.288.1,0.332278481,1.42,0.337025316,1.343524971,0,-310.71
MSTRG.289.2,0.378834356,1.07,0.492331288,1.238500931,0,-166.5
MSTRG.290.2,0.30486685,1.85,0.509641873,1.648123244,0,-221.6
MSTRG.290.3,0.305785124,1.85,0.509641873,1.648488174,0,-221
MSTRG.290.12,0.31475029,0.49,0.170731707,1.278359153,0,-180.1
MSTRG.290.14,0.316227462,1.04,0.432732316,1.386968459,0,-147.8
MSTRG.290.15,0.318077803,0.82,0.281464531,1.177516486,0,-184.7
MSTRG.289.7,0.308957952,0.65,0.356489945,1.422803707,0,-98.7
MSTRG.289.8,0.392647059,0.69,0.152205882,1.111534797,0,-354.8
MSTRG.289.9,0.408472012,0.36,0.163388805,1.438795696,0,-187.9
MSTRG.291.5,0.414335664,1.06,0.555944056,1.338914525,0,-146.7
MSTRG.289.12,0.387243736,0.46,0.157175399,1.229575359,0,-227.5
MSTRG.293.1,0.372031662,0.23,0.182058047,1.622573896,0,-76.1
MSTRG.295.1,0.373015873,0.17,0.202380952,1.453189926,0,-47.6
MSTRG.297.1,0.349450549,0.7,0.461538462,1.361169468,0,-78.6
MSTRG.298.1,0.35877193,1.67,0.439473684,1.273886575,0,-264.6
MSTRG.299.1,0.344020797,0.39,0.101386482,1.774993634,0,-218.7
MSTRG.302.1,0.382352941,1.7,0.882352941,1.48536911,0,-130.7
MSTRG.306.1,0.382732835,3.26,0.664853841,1.341427081,0,-356.5
MSTRG.307.1,0.373180077,2.52,0.579310345,1.14018322,0,-333.3
MSTRG.308.1,0.315315315,0.72,0.648648649,1.452092487,0,-62.8
MSTRG.313.1,0.366787004,2.52,0.545848375,1.375694511,0,-335.02
MSTRG.314.24,0.40297275,2.06,0.510322048,1.28319934,0,-327.6
MSTRG.314.25,0.371967655,1.01,0.272237197,1.178387142,0,-245.6
MSTRG.315.4,0.42139738,3.19,0.69650655,1.262129864,0,-366
MSTRG.318.1,0.356589147,3.39,0.788372093,1.403782456,0,-313.6
MSTRG.324.1,0.405152225,2.13,0.49882904,1.441097567,0,-291.4
MSTRG.327.2,0.362711864,0.85,0.288135593,1.419871795,0,-202
MSTRG.327.6,0.393638171,2.16,0.644135189,1.267163221,0,-259.4
MSTRG.331.1,0.325223033,0.51,0.124087591,1.18099818,0,-198.3
MSTRG.331.2,0.342105263,0.51,0.161052632,1.170508729,0,-180.2
MSTRG.332.1,0.378277154,0.42,0.471910112,1.098284314,0,-58.6
MSTRG.335.1,0.362430168,1.86,0.389664804,1.298929487,0,-344.3
MSTRG.336.1,0.310825295,0.77,0.247588424,1.303549214,0,-191.7
MSTRG.336.2,0.300995025,0.5,0.373134328,1.475694444,0,-66.5
MSTRG.338.1,0.434042553,0.25,0.319148936,1.884920635,0,-66.8
MSTRG.340.1,0.334261838,0.75,0.313370474,1.443347586,0,-151
MSTRG.344.1,0.429276316,2.49,0.614309211,1.151692584,0,-350.4
MSTRG.345.1,0.381443299,2.27,0.468041237,1.680302087,0,-334.7
MSTRG.348.1,0.330213904,0.76,0.152406417,1.13264858,0,-289.18
MSTRG.347.2,0.335684062,2.84,0.600846262,1.446080845,0,-327.1
MSTRG.349.1,0.351612903,1.05,0.338709677,1.30358966,0,-217.2
MSTRG.350.1,0.341463415,0.51,0.62195122,1.633838384,0,-46.1
MSTRG.351.1,0.306521739,0.51,0.332608696,1.300918367,0,-71.1
MSTRG.353.1,0.374871267,1.12,0.346035015,1.386805058,0,-226
MSTRG.353.2,0.365638767,0.91,0.300660793,1.405653178,0,-208.3
MSTRG.354.20,0.456944444,1.88,0.783333333,7.461309524,0,-115.44
MSTRG.358.1,0.298045603,0.15,0.073289902,1.38243007,0,-106.5
MSTRG.360.1,0.354630294,1.55,0.333811917,1.223386095,0,-312.8
MSTRG.361.5,0.366370472,1.07,0.219412167,1.191249904,0,-329.97
MSTRG.361.9,0.367728532,1.07,0.222299169,1.236231004,0,-322.17
MSTRG.361.10,0.374220374,1.07,0.222453222,1.26175946,0,-330.8
MSTRG.361.11,0.376027397,1.07,0.219863014,1.262617526,0,-344.2
MSTRG.361.12,0.371776504,1.07,0.229942693,1.353701284,0,-324.9
MSTRG.361.14,0.372460497,1.07,0.241534989,1.273034645,0,-300.57
MSTRG.361.16,0.383539095,1.07,0.264197531,1.266761905,0,-281.67
MSTRG.361.17,0.386086957,1.07,0.279130435,1.39072852,0,-267.6
MSTRG.361.18,0.382911392,1.07,0.253955696,1.36597651,0,-295.17
MSTRG.361.19,0.382145654,1.07,0.251370399,1.302217585,0,-296.57
MSTRG.362.1,0.318471338,0.22,0.140127389,1.162338596,0,-79.6
MSTRG.363.2,0.314330958,1.43,0.339667458,1.160745518,0,-272.5
MSTRG.363.1,0.325312801,1.46,0.421559192,1.265327439,0,-252.2
MSTRG.364.1,0.328711256,0.57,0.139477977,1.730637001,0,-254.6
MSTRG.365.1,0.380622837,0.31,0.160899654,1.270595677,0,-131.1
MSTRG.366.3,0.368932039,2.77,0.57628294,1.315433772,0,-342.7
MSTRG.366.4,0.375476009,1.35,0.308453922,1.164605519,0,-319.1
MSTRG.375.1,0.431051109,0.66,0.190935391,1.454132416,0,-271.1
MSTRG.376.1,0.405348346,3.11,0.656579873,1.472564321,0,-371.5
MSTRG.378.2,0.325657895,1.78,0.439144737,1.238399388,0,-258
MSTRG.378.5,0.346973572,1.27,0.324808184,1.354225046,0,-247.9
MSTRG.378.10,0.331882481,0.79,0.25788901,1.424536895,0,-211.6
MSTRG.378.11,0.31713555,0.77,0.196930946,1.256657407,0,-259.8
MSTRG.379.1,0.336457357,0.43,0.120899719,1.163339399,0,-223.7
MSTRG.381.4,0.367504836,1.07,0.310444874,1.264001312,0,-224.5
MSTRG.384.1,0.371809101,0.69,0.229744728,1.245029369,0,-195.5
MSTRG.385.1,0.37088515,1.64,0.359912217,1.271003061,0,-322.94
MSTRG.385.2,0.367286245,0.5,0.111524164,1.285645911,0,-317.9
MSTRG.387.1,0.376218324,1.21,0.35380117,1.404305169,0,-230.9
MSTRG.388.1,0.372720642,2.18,0.47702407,1.441793167,0,-338.9
MSTRG.390.4,0.427391604,1.47,0.303509979,1.459006132,0,-400.8
MSTRG.391.1,0.404988124,0.89,0.317102138,1.26823378,0,-148.3
MSTRG.391.2,0.410588235,0.89,0.314117647,1.440459768,0,-156.9
MSTRG.392.1,0.329181495,1.71,0.456405694,1.308062111,0,-225
MSTRG.393.1,0.358024691,0.99,0.733333333,1.308381325,0,-87.7
MSTRG.394.7,0.363265306,1.3,0.530612245,1.413958333,0,-157.9
MSTRG.394.8,0.358344114,0.83,0.322121604,1.188591134,0,-171.8
MSTRG.394.9,0.341307815,0.59,0.282296651,1.298227372,0,-130.9
MSTRG.394.13,0.340676633,0.6,0.141620771,1.200123458,0,-287.6
MSTRG.394.14,0.366244726,0.77,0.194936709,1.173647458,0,-276.9
MSTRG.394.15,0.354885057,0.52,0.224137931,1.259885944,0,-141.5
MSTRG.394.16,0.363924051,0.52,0.164556962,1.13528617,0,-220.5
MSTRG.399.1,0.370698132,2.8,0.825958702,1.711086571,0,-237.3
MSTRG.403.1,0.361894025,0.52,0.175873732,1.205903633,0,-181.8
MSTRG.404.1,0.337062937,0.75,0.314685315,1.160201809,0,-160.9
MSTRG.406.1,0.400722022,2.43,0.657942238,1.634258757,0,-257.2
MSTRG.408.1,0.427046263,0.66,0.704626335,1.618846509,0,-53.8
MSTRG.409.1,0.337894737,0.82,0.258947368,1.240678833,0,-219.4
MSTRG.412.2,0.350817439,2.38,0.486376022,1.263519924,0,-333.1
MSTRG.412.3,0.351256983,1.67,0.349860335,1.253681842,0,-326.1
MSTRG.412.5,0.356220258,3.84,0.783140721,1.461947632,0,-346.7
MSTRG.413.1,0.265454545,0.11,0.12,1.246163559,0,-53.5
MSTRG.414.1,0.361290323,0.87,0.336774194,1.182805024,0,-181.7
MSTRG.417.1,0.403458213,1.49,0.644092219,1.510049834,0,-160.2
MSTRG.418.1,0.369511185,1.6,0.397680199,1.599461505,0,-304.7
MSTRG.422.1,0.380044021,3.76,0.827586207,1.405299968,0,-333.9
MSTRG.424.1,0.408565602,2.58,0.526172672,1.389238657,0,-385
MSTRG.425.1,0.359927471,1.66,0.45149592,1.384583121,0,-228.1
MSTRG.426.1,0.382754995,1.44,0.454258675,1.187701396,0,-211.3
MSTRG.428.1,0.383307573,1.84,0.426584235,1.132689758,0,-287.4
MSTRG.429.1,0.46914446,3.07,0.645862553,1.533476594,0,-442.8
MSTRG.430.1,0.353932584,1.72,0.414125201,1.167583081,0,-288
MSTRG.430.2,0.3583118,1.72,0.444444444,1.198530845,0,-264.7
MSTRG.430.3,0.3625,1.72,0.460714286,1.261855401,0,-253.3
MSTRG.433.2,0.386956522,2.45,0.532608696,1.219895058,0,-338.9
MSTRG.439.2,0.39275766,0.9,0.752089136,1.66333397,0,-89.2
MSTRG.439.3,0.37641357,1.13,0.547657512,1.508514307,0,-152.1
MSTRG.440.10,0.359504132,0.24,0.297520661,1.490909091,0,-55.7
MSTRG.443.1,0.325526932,0.32,0.224824356,1.326119455,0,-64.7
MSTRG.446.3,0.348708487,3.42,0.946494465,1.319783284,0,-256.7
MSTRG.450.1,0.356164384,0.59,0.186512118,1.302501545,0,-195.2
MSTRG.450.2,0.37279597,0.59,0.222921914,1.169004917,0,-178.8
MSTRG.452.1,0.357746479,3.63,0.766901408,1.399582524,0,-354
MSTRG.452.2,0.382556987,2.56,0.761149653,1.390477959,0,-260.6
MSTRG.452.3,0.355535554,2.12,0.572457246,1.241004326,0,-271
MSTRG.453.1,0.343919442,0.42,0.097598761,1.777830883,0,-258.6
MSTRG.454.2,0.346969697,3.49,0.793181818,1.291090072,0,-282.8
MSTRG.456.1,0.3507109,0.68,0.241706161,1.447373956,0,-141.7
MSTRG.457.1,0.368731563,0.7,0.619469027,1.637812104,0,-32.5
MSTRG.458.1,0.324736225,0.97,0.341148886,1.309500142,0,-138.19
MSTRG.462.1,0.31372549,0.55,0.539215686,1.360576923,0,-50.1
MSTRG.463.1,0.336956522,0.35,0.163043478,1.188126386,0,-136.8
MSTRG.464.1,0.476086957,0.66,0.430434783,2.147610294,0,-88
MSTRG.466.1,0.35499316,1.17,0.240082079,1.113543853,0,-315.4
MSTRG.466.2,0.36999068,1.17,0.327120224,1.175885909,0,-253.8
MSTRG.467.2,0.389153187,2.53,0.722169363,1.387062585,0,-288.6
MSTRG.469.2,0.399180328,2.69,0.66147541,1.289398092,0,-270.7
MSTRG.471.1,0.371595331,2.56,0.747081712,1.737538413,0,-244.4
MSTRG.471.2,0.367934224,1.86,0.57348407,1.609900159,0,-222.8
MSTRG.472.1,0.383928571,2.74,0.611607143,1.517768921,0,-303.2
MSTRG.473.1,0.387733888,2.43,0.757796258,1.725896465,0,-236.7
MSTRG.473.2,0.384785006,1.71,0.565600882,1.490983465,0,-213.8
MSTRG.475.8,0.394683027,3.1,0.63394683,1.479151181,0,-390.7
MSTRG.476.1,0.370098039,0.51,0.375,1.417284766,0,-81.2
MSTRG.479.1,0.276497696,0.18,0.248847926,1.698240166,0,-32
MSTRG.480.1,0.292798111,0.97,0.343565525,1.315145857,0,-155.8
MSTRG.482.1,0.317862166,0.47,0.198312236,1.277584636,0,-134.7
MSTRG.483.1,0.367475292,2.38,0.641509434,1.276922039,0,-277.8
MSTRG.483.2,0.359409594,2.6,0.575645756,1.257600818,0,-316.7
MSTRG.483.3,0.354267311,2.48,0.599033816,1.309910384,0,-280.4
MSTRG.483.4,0.352703793,2.52,0.610169492,1.304786834,0,-284.4
MSTRG.483.5,0.35192781,2.48,0.610336341,1.244101193,0,-277.4
